No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,13438,1.68,107,322,3.99
2,are,32310,4.05,55,323,1.76
3,that,48454,6.07,78,323,1.68
4,which,36350,4.55,55,323,1.59
5,to,102817,12.88,110,324,1.09
6,the,497373,62.32,420,324,0.75
7,to,102817,12.88,73,324,0.50
8,of,283570,35.53,175,326,0.30
9,in,124484,15.60,73,325,0.23
10,and,121183,15.18,55,326,-0.14
11,of,283570,35.53,121,326,-0.23
12,the,497373,62.32,205,324,-0.28
