No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,many,644,0.11,12,197,4.73
2,new,636,0.11,10,134,4.49
3,these,2794,0.49,31,253,3.98
4,some,1692,0.30,15,248,3.66
5,which,9897,1.74,39,276,2.49
6,have,5053,0.89,19,273,2.42
7,or,4586,0.80,13,270,2.01
8,i,7157,1.26,19,274,1.92
9,that,11397,2.00,24,272,1.59
10,from,7630,1.34,16,280,1.58
11,to,24375,4.27,32,281,0.90
12,that,11397,2.00,13,272,0.70
13,be,9791,1.72,10,278,0.54
14,the,104036,18.24,106,293,0.54
15,by,11163,1.96,11,289,0.49
16,of,62299,10.93,59,291,0.43
17,and,26591,4.66,19,292,0.03
18,a,21237,3.72,14,292,-0.09
19,in,25147,4.41,16,288,-0.14
20,to,24375,4.27,15,281,-0.19
21,the,104036,18.24,52,293,-0.49
22,of,62299,10.93,31,291,-0.50
23,and,26591,4.66,12,292,-0.64
