No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,455,0.12,19,112,5.35
2,these,5929,1.52,66,214,3.44
3,some,2681,0.69,19,211,2.79
4,i,10515,2.69,50,231,2.22
5,have,7900,2.02,36,222,2.16
6,from,12268,3.14,48,230,1.94
7,which,18312,4.68,60,231,1.68
8,are,9898,2.53,27,238,1.42
9,that,18864,4.82,45,225,1.22
10,with,13907,3.56,33,243,1.21
11,with,13907,3.56,29,243,1.03
12,be,15525,3.97,32,240,1.01
13,in,47111,12.05,88,245,0.87
14,to,40878,10.45,75,246,0.84
15,this,11591,2.96,19,225,0.68
16,it,17189,4.40,28,231,0.67
17,the,181356,46.37,285,246,0.62
18,as,15663,4.00,24,238,0.58
19,by,17482,4.47,23,246,0.36
20,by,17482,4.47,23,246,0.36
21,as,15663,4.00,19,238,0.25
22,of,104384,26.69,126,246,0.24
23,to,40878,10.45,45,246,0.11
24,and,46360,11.85,50,246,0.08
25,that,18864,4.82,18,225,-0.10
26,the,181356,46.37,140,246,-0.41
27,a,34676,8.87,24,244,-0.56
28,in,47111,12.05,29,245,-0.73
29,and,46360,11.85,28,246,-0.76
30,of,104384,26.69,50,246,-1.09
