No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,3191,0.40,23,187,3.84
2,some,2277,0.29,15,203,3.71
3,have,5256,0.66,17,208,2.68
4,are,5916,0.74,13,203,2.13
5,which,12365,1.56,27,222,2.12
6,i,9193,1.16,15,218,1.70
7,that,13518,1.70,16,220,1.23
8,it,13863,1.74,13,221,0.90
9,to,29261,3.68,27,233,0.87
10,in,26392,3.32,23,233,0.79
11,of,66137,8.32,54,240,0.70
12,to,29261,3.68,23,233,0.64
13,the,110208,13.87,69,240,0.31
14,and,30253,3.81,18,237,0.24
15,a,25274,3.18,14,236,0.14
16,the,110208,13.87,44,240,-0.33
17,of,66137,8.32,26,240,-0.36
