No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,3351,0.54,26,184,3.58
2,some,2497,0.40,18,195,3.48
3,have,5721,0.93,25,201,2.76
4,been,4034,0.65,12,197,2.20
5,are,6056,0.98,17,199,2.12
6,which,13326,2.15,36,209,2.06
7,i,9234,1.49,21,207,1.81
8,that,14244,2.30,30,209,1.70
9,from,9255,1.50,13,211,1.12
10,to,29506,4.77,36,217,0.92
11,it,14289,2.31,17,210,0.88
12,of,70652,11.42,72,227,0.66
13,to,29506,4.77,29,217,0.60
14,in,27504,4.45,27,220,0.60
15,the,110415,17.85,99,227,0.47
16,and,31055,5.02,23,223,0.20
17,a,25947,4.20,15,224,-0.16
18,the,110415,17.85,54,227,-0.40
19,of,70652,11.42,34,227,-0.43
20,and,31055,5.02,13,223,-0.63
