No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,7612,1.92,49,223,2.67
2,in,24502,6.18,82,223,1.73
3,has,2534,0.64,8,223,1.65
4,that,12799,3.23,34,223,1.40
5,i,8000,2.02,21,223,1.38
6,as,8283,2.09,21,223,1.33
7,not,5341,1.35,13,223,1.27
8,is,12641,3.19,30,223,1.23
9,a,21916,5.53,49,223,1.15
10,is,12641,3.19,28,223,1.13
11,be,10896,2.75,22,223,1.00
12,but,5011,1.26,10,223,0.98
13,to,24505,6.18,41,223,0.73
14,which,11882,3.00,19,223,0.66
15,for,5484,1.38,8,223,0.53
16,as,8283,2.09,12,223,0.52
17,have,5533,1.40,8,223,0.52
18,by,11441,2.89,16,223,0.47
19,that,12799,3.23,17,223,0.40
20,was,8337,2.10,11,223,0.39
21,which,11882,3.00,14,223,0.22
22,the,93740,23.65,106,223,0.16
23,be,10896,2.75,12,223,0.13
24,to,24505,6.18,26,223,0.07
25,from,7673,1.94,8,223,0.05
26,it,12481,3.15,13,223,0.05
27,of,64682,16.32,61,223,-0.10
28,the,93740,23.65,88,223,-0.10
29,a,21916,5.53,19,223,-0.22
30,and,27411,6.92,22,223,-0.33
31,in,24502,6.18,18,223,-0.46
32,of,64682,16.32,44,223,-0.57
33,and,27411,6.92,18,223,-0.62
34,it,12481,3.15,8,223,-0.65
