No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,due,1255,0.58,27,159,3.55
2,that,24274,11.16,510,251,3.51
3,this,17094,7.86,143,257,2.19
4,in,68741,31.59,476,259,1.91
5,only,4467,2.05,23,238,1.49
6,all,4992,2.29,23,243,1.33
7,if,4583,2.11,21,208,1.32
8,by,22403,10.30,97,257,1.24
9,has,6276,2.88,27,241,1.23
10,is,40637,18.68,170,258,1.19
11,from,18127,8.33,75,258,1.17
12,these,8137,3.74,30,242,1.00
13,an,8073,3.71,24,250,0.69
14,we,9686,4.45,28,206,0.65
15,it,20674,9.50,58,257,0.61
16,to,55447,25.48,155,258,0.60
17,the,271179,124.63,747,259,0.58
18,i,10212,4.69,27,235,0.52
19,we,9686,4.45,25,206,0.49
20,was,13423,6.17,34,248,0.46
21,not,9834,4.52,24,248,0.41
22,is,40637,18.68,99,258,0.41
23,be,19142,8.80,45,257,0.35
24,this,17094,7.86,39,257,0.31
25,but,10557,4.85,24,252,0.31
26,which,21188,9.74,48,258,0.30
27,for,12248,5.63,27,242,0.26
28,it,20674,9.50,45,257,0.24
29,was,13423,6.17,29,248,0.23
30,have,10658,4.90,23,249,0.23
31,be,19142,8.80,41,257,0.22
32,in,68741,31.59,147,259,0.22
33,by,22403,10.30,47,257,0.19
34,as,22813,10.48,47,256,0.16
35,the,271179,124.63,550,259,0.14
36,a,55845,25.66,111,259,0.11
37,are,16741,7.69,31,256,0.01
38,a,55845,25.66,98,259,-0.07
39,and,67666,31.10,116,258,-0.10
40,as,22813,10.48,38,256,-0.14
41,of,154415,70.96,256,258,-0.15
42,with,20213,9.29,33,255,-0.17
43,at,16566,7.61,27,254,-0.17
44,to,55447,25.48,85,258,-0.26
45,on,20560,9.45,31,258,-0.29
46,are,16741,7.69,25,256,-0.30
47,which,21188,9.74,28,258,-0.48
48,that,24274,11.16,31,251,-0.53
49,on,20560,9.45,23,258,-0.72
50,with,20213,9.29,22,255,-0.76
51,of,154415,70.96,166,258,-0.77
52,and,67666,31.10,50,258,-1.31
