No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,8967,2.02,39,227,2.27
2,has,2697,0.61,11,227,2.18
3,in,27504,6.19,96,227,1.95
4,is,14706,3.31,47,227,1.83
5,but,5834,1.31,18,227,1.78
6,very,3393,0.76,10,227,1.71
7,that,14244,3.21,39,227,1.60
8,been,4034,0.91,9,227,1.31
9,i,9234,2.08,20,227,1.27
10,a,25947,5.84,53,227,1.18
11,is,14706,3.31,29,227,1.13
12,as,9849,2.22,19,227,1.10
13,not,6207,1.40,11,227,0.98
14,but,5834,1.31,9,227,0.78
15,for,5992,1.35,9,227,0.74
16,are,6056,1.36,9,227,0.72
17,be,12879,2.90,19,227,0.71
18,to,29506,6.64,43,227,0.69
19,was,9975,2.25,14,227,0.64
20,as,9849,2.22,13,227,0.55
21,by,12555,2.83,15,227,0.41
22,be,12879,2.90,15,227,0.37
23,that,14244,3.21,16,227,0.32
24,it,14289,3.22,16,227,0.31
25,this,8967,2.02,10,227,0.31
26,which,13326,3.00,14,227,0.22
27,it,14289,3.22,15,227,0.22
28,which,13326,3.00,13,227,0.12
29,a,25947,5.84,24,227,0.04
30,to,29506,6.64,27,227,0.02
31,the,110415,24.86,101,227,0.02
32,the,110415,24.86,93,227,-0.10
33,and,31055,6.99,22,227,-0.35
34,of,70652,15.90,50,227,-0.35
35,in,27504,6.19,19,227,-0.38
36,of,70652,15.90,47,227,-0.44
37,and,31055,6.99,16,227,-0.81
