No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,1681,0.85,72,278,4.41
2,that,43139,21.77,1251,278,3.84
3,due,3152,1.59,82,278,3.69
4,they,7189,3.63,60,278,2.05
5,this,27230,13.74,208,278,1.92
6,in,111135,56.08,747,278,1.74
7,there,8377,4.23,50,278,1.56
8,by,39894,20.13,199,278,1.31
9,is,70334,35.49,319,278,1.17
10,all,7877,3.97,35,278,1.14
11,we,17186,8.67,74,278,1.09
12,from,27483,13.87,116,278,1.06
13,when,9784,4.94,39,278,0.98
14,has,9618,4.85,38,278,0.97
15,have,15599,7.87,60,278,0.93
16,it,33275,16.79,125,278,0.90
17,no,10124,5.11,38,278,0.89
18,the,451173,227.66,1575,278,0.79
19,not,17122,8.64,57,278,0.72
20,is,70334,35.49,231,278,0.70
21,to,91726,46.29,288,278,0.64
22,as,38839,19.60,104,278,0.41
23,but,14973,7.56,36,278,0.25
24,are,28528,14.40,67,278,0.22
25,we,17186,8.67,40,278,0.21
26,it,33275,16.79,76,278,0.18
27,as,38839,19.60,88,278,0.17
28,the,451173,227.66,1010,278,0.15
29,by,39894,20.13,89,278,0.14
30,be,37214,18.78,83,278,0.14
31,be,37214,18.78,83,278,0.14
32,not,17122,8.64,38,278,0.14
33,which,32806,16.55,70,278,0.08
34,a,103954,52.46,221,278,0.07
35,i,16668,8.41,35,278,0.06
36,with,33045,16.67,68,278,0.03
37,in,111135,56.08,224,278,-0.00
38,was,26055,13.15,51,278,-0.04
39,at,26589,13.42,52,278,-0.05
40,this,27230,13.74,53,278,-0.05
41,are,28528,14.40,53,278,-0.12
42,for,24167,12.19,42,278,-0.22
43,and,108394,54.70,186,278,-0.23
44,of,255698,129.03,435,278,-0.25
45,was,26055,13.15,42,278,-0.32
46,with,33045,16.67,52,278,-0.36
47,to,91726,46.29,140,278,-0.40
48,a,103954,52.46,158,278,-0.41
49,of,255698,129.03,362,278,-0.51
50,on,34998,17.66,41,278,-0.78
51,on,34998,17.66,39,278,-0.86
52,that,43139,21.77,40,278,-1.12
53,and,108394,54.70,57,278,-1.94
