No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,8842,1.62,39,244,2.59
2,has,2317,0.42,10,244,2.56
3,that,13350,2.45,45,244,2.20
4,is,13922,2.55,45,244,2.14
5,very,3118,0.57,10,244,2.13
6,in,26280,4.82,69,244,1.84
7,but,5540,1.02,12,244,1.56
8,i,9379,1.72,20,244,1.54
9,not,5772,1.06,10,244,1.24
10,is,13922,2.55,24,244,1.23
11,but,5540,1.02,9,244,1.15
12,for,6132,1.12,9,244,1.00
13,a,24657,4.52,36,244,0.99
14,was,9438,1.73,12,244,0.79
15,as,9790,1.80,12,244,0.74
16,this,8842,1.62,10,244,0.62
17,that,13350,2.45,15,244,0.62
18,to,29152,5.35,32,244,0.58
19,to,29152,5.35,32,244,0.58
20,a,24657,4.52,27,244,0.58
21,it,13962,2.56,15,244,0.55
22,be,12393,2.27,13,244,0.52
23,as,9790,1.80,10,244,0.48
24,it,13962,2.56,14,244,0.45
25,be,12393,2.27,12,244,0.40
26,by,11939,2.19,10,244,0.19
27,which,12007,2.20,10,244,0.18
28,in,26280,4.82,20,244,0.05
29,the,111297,20.41,80,244,-0.03
30,of,64530,11.83,37,244,-0.36
31,the,111297,20.41,63,244,-0.37
32,and,30451,5.58,15,244,-0.57
33,of,64530,11.83,28,244,-0.76
34,and,30451,5.58,12,244,-0.90
