No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,1376,0.71,90,206,4.98
2,that,45087,23.32,1376,311,3.88
3,due,3189,1.65,86,282,3.70
4,they,7648,3.96,63,306,1.99
5,this,28942,14.97,233,311,1.96
6,in,117415,60.74,820,314,1.75
7,there,8458,4.38,47,308,1.43
8,all,8655,4.48,42,309,1.23
9,by,42102,21.78,195,313,1.16
10,has,10276,5.32,47,310,1.14
11,from,28311,14.64,128,312,1.13
12,we,21120,10.93,95,298,1.12
13,is,72275,37.39,323,312,1.11
14,not,18303,9.47,70,311,0.89
15,when,10791,5.58,41,303,0.88
16,the,461322,238.64,1673,313,0.81
17,have,17155,8.87,62,310,0.80
18,it,33814,17.49,121,312,0.79
19,is,72275,37.39,248,312,0.73
20,as,39913,20.65,136,313,0.72
21,to,96356,49.84,307,313,0.62
22,may,11566,5.98,36,310,0.59
23,we,21120,10.93,59,298,0.43
24,it,33814,17.49,94,312,0.43
25,which,34339,17.76,95,312,0.42
26,are,30736,15.90,84,311,0.40
27,the,461322,238.64,1099,313,0.20
28,a,112225,58.05,262,314,0.17
29,but,15594,8.07,36,309,0.16
30,be,39673,20.52,90,314,0.13
31,have,17155,8.87,38,310,0.10
32,by,42102,21.78,92,313,0.08
33,are,30736,15.90,67,311,0.08
34,this,28942,14.97,61,311,0.03
35,was,29127,15.07,61,309,0.02
36,in,117415,60.74,238,314,-0.03
37,be,39673,20.52,80,314,-0.04
38,for,28288,14.63,54,312,-0.12
39,a,112225,58.05,209,314,-0.15
40,was,29127,15.07,54,309,-0.16
41,at,28507,14.75,52,314,-0.18
42,with,34037,17.61,62,313,-0.18
43,and,114090,59.02,205,314,-0.20
44,as,39913,20.65,71,313,-0.22
45,of,261663,135.36,451,314,-0.26
46,to,96356,49.84,162,313,-0.30
47,with,34037,17.61,56,313,-0.33
48,of,261663,135.36,420,314,-0.37
49,for,28288,14.63,38,312,-0.62
50,on,36421,18.84,41,314,-0.88
51,on,36421,18.84,35,314,-1.11
52,that,45087,23.32,40,311,-1.22
53,and,114090,59.02,60,314,-1.98
