No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,579,0.31,44,193,5.13
2,owing,629,0.34,47,193,5.11
3,that,27949,15.17,950,193,3.97
4,due,2252,1.22,72,193,3.88
5,view,1353,0.73,23,193,2.97
6,shown,2789,1.51,25,193,2.05
7,they,4755,2.58,42,193,2.02
8,this,18744,10.17,161,193,1.98
9,point,2850,1.55,23,193,1.89
10,all,4933,2.68,38,193,1.83
11,in,79462,43.12,566,193,1.71
12,some,4029,2.19,28,193,1.68
13,there,5573,3.02,36,193,1.57
14,by,24406,13.24,141,193,1.41
15,only,4950,2.69,26,193,1.27
16,is,48753,26.45,217,193,1.04
17,it,21034,11.41,90,193,0.98
18,to,59099,32.07,246,193,0.94
19,no,6079,3.30,25,193,0.92
20,are,21592,11.72,86,193,0.88
21,has,7368,4.00,29,193,0.86
22,from,18999,10.31,72,193,0.80
23,the,289054,156.85,1094,193,0.80
24,not,10909,5.92,41,193,0.79
25,as,24078,13.07,90,193,0.78
26,two,6958,3.78,26,193,0.78
27,been,7502,4.07,26,193,0.68
28,was,13296,7.21,46,193,0.67
29,have,9781,5.31,33,193,0.64
30,is,48753,26.45,164,193,0.63
31,be,23704,12.86,75,193,0.54
32,these,8236,4.47,26,193,0.54
33,with,19807,10.75,56,193,0.38
34,we,10371,5.63,29,193,0.37
35,the,289054,156.85,797,193,0.35
36,it,21034,11.41,55,193,0.27
37,are,21592,11.72,53,193,0.18
38,in,79462,43.12,194,193,0.17
39,which,19448,10.55,46,193,0.12
40,this,18744,10.17,44,193,0.11
41,was,13296,7.21,30,193,0.06
42,and,70842,38.44,159,193,0.05
43,a,67078,36.40,149,193,0.03
44,we,10371,5.63,23,193,0.03
45,not,10909,5.92,24,193,0.02
46,for,19802,10.75,43,193,0.00
47,with,19807,10.75,43,193,0.00
48,be,23704,12.86,47,193,-0.13
49,for,19802,10.75,36,193,-0.26
50,a,67078,36.40,111,193,-0.39
51,to,59099,32.07,88,193,-0.54
52,of,156068,84.69,231,193,-0.55
53,of,156068,84.69,230,193,-0.56
54,as,24078,13.07,35,193,-0.58
55,by,24406,13.24,35,193,-0.60
56,on,21927,11.90,29,193,-0.71
57,from,18999,10.31,23,193,-0.84
58,on,21927,11.90,24,193,-0.99
59,and,70842,38.44,44,193,-1.81
