No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,interesting,296,0.11,17,259,5.32
2,remarkable,483,0.17,14,259,4.33
3,that,20638,7.44,203,259,2.77
4,this,12625,4.55,102,259,2.49
5,there,3027,1.09,17,259,1.96
6,in,50819,18.31,254,259,1.79
7,is,24024,8.66,112,259,1.69
8,all,3882,1.40,14,259,1.32
9,will,4281,1.54,15,259,1.28
10,if,4062,1.46,14,259,1.26
11,may,5619,2.02,18,259,1.15
12,being,4592,1.65,14,259,1.08
13,is,24024,8.66,73,259,1.08
14,when,5623,2.03,17,259,1.07
15,not,8421,3.03,23,259,0.92
16,we,5876,2.12,16,259,0.92
17,it,19115,6.89,51,259,0.89
18,an,6802,2.45,18,259,0.88
19,not,8421,3.03,22,259,0.86
20,from,13302,4.79,34,259,0.83
21,have,8635,3.11,22,259,0.82
22,a,38758,13.97,98,259,0.81
23,one,5758,2.07,14,259,0.75
24,i,11632,4.19,28,259,0.74
25,which,19881,7.16,47,259,0.71
26,by,18649,6.72,44,259,0.71
27,by,18649,6.72,44,259,0.71
28,be,17120,6.17,40,259,0.70
29,but,7644,2.75,17,259,0.63
30,an,6802,2.45,14,259,0.51
31,to,43843,15.80,82,259,0.38
32,the,195974,70.61,360,259,0.35
33,it,19115,6.89,34,259,0.30
34,have,8635,3.11,15,259,0.27
35,that,20638,7.44,35,259,0.23
36,was,10656,3.84,17,259,0.15
37,as,17040,6.14,26,259,0.08
38,at,13274,4.78,20,259,0.06
39,a,38758,13.97,58,259,0.05
40,are,10776,3.88,16,259,0.04
41,as,17040,6.14,24,259,-0.03
42,be,17120,6.17,24,259,-0.04
43,to,43843,15.80,61,259,-0.05
44,in,50819,18.31,70,259,-0.07
45,the,195974,70.61,258,259,-0.13
46,and,50535,18.21,66,259,-0.14
47,are,10776,3.88,14,259,-0.15
48,this,12625,4.55,16,259,-0.19
49,of,113727,40.98,144,259,-0.19
50,with,15074,5.43,19,259,-0.19
51,with,15074,5.43,19,259,-0.19
52,of,113727,40.98,93,259,-0.82
53,which,19881,7.16,16,259,-0.84
54,and,50535,18.21,24,259,-1.60
