No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,137,0.04,14,315,6.57
2,that,12951,3.48,75,315,2.43
3,this,8386,2.25,44,315,2.29
4,if,2532,0.68,10,315,1.88
5,is,13404,3.60,50,315,1.79
6,in,28989,7.79,93,315,1.58
7,but,4607,1.24,13,315,1.39
8,it,11979,3.22,31,315,1.27
9,which,10971,2.95,28,315,1.25
10,is,13404,3.60,34,315,1.24
11,a,24261,6.52,54,315,1.05
12,i,8316,2.24,17,315,0.93
13,from,9034,2.43,17,315,0.81
14,was,8540,2.30,16,315,0.80
15,as,9254,2.49,14,315,0.49
16,the,121451,32.66,183,315,0.49
17,by,12692,3.41,19,315,0.48
18,in,28989,7.79,39,315,0.32
19,be,11233,3.02,15,315,0.31
20,as,9254,2.49,12,315,0.27
21,of,73280,19.70,94,315,0.25
22,a,24261,6.52,31,315,0.25
23,with,8938,2.40,11,315,0.19
24,that,12951,3.48,15,315,0.11
25,by,12692,3.41,14,315,0.04
26,this,8386,2.25,9,315,-0.00
27,be,11233,3.02,12,315,-0.01
28,the,121451,32.66,127,315,-0.04
29,it,11979,3.22,12,315,-0.10
30,from,9034,2.43,9,315,-0.11
31,to,28752,7.73,27,315,-0.20
32,to,28752,7.73,27,315,-0.20
33,of,73280,19.70,62,315,-0.35
34,and,32125,8.64,25,315,-0.47
35,and,32125,8.64,22,315,-0.65
