No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,15408,7.11,395,106,3.79
2,due,1090,0.50,27,96,3.75
3,view,707,0.33,13,90,3.32
4,out,1157,0.53,12,95,2.49
5,in,43718,20.19,394,107,2.29
6,all,3125,1.44,24,104,2.06
7,this,10886,5.03,70,107,1.80
8,no,3007,1.39,17,102,1.61
9,when,3410,1.57,16,105,1.35
10,is,29403,13.58,131,107,1.27
11,they,2941,1.36,13,101,1.26
12,only,2951,1.36,12,105,1.14
13,by,15307,7.07,60,107,1.09
14,from,10919,5.04,38,106,0.91
15,there,3487,1.61,12,102,0.90
16,it,11498,5.31,39,107,0.88
17,is,29403,13.58,98,107,0.85
18,the,153980,71.10,464,107,0.71
19,were,4163,1.92,12,100,0.64
20,it,11498,5.31,33,107,0.64
21,was,6925,3.20,19,104,0.57
22,but,5211,2.41,14,105,0.54
23,not,5995,2.77,16,107,0.53
24,be,14561,6.72,38,107,0.50
25,not,5995,2.77,15,107,0.44
26,for,13170,6.08,32,106,0.40
27,are,13457,6.21,32,107,0.36
28,the,153980,71.10,360,107,0.34
29,to,31956,14.76,71,107,0.27
30,an,5565,2.57,12,107,0.22
31,be,14561,6.72,31,107,0.21
32,are,13457,6.21,28,107,0.17
33,and,44534,20.56,89,107,0.11
34,for,13170,6.08,25,106,0.04
35,which,10579,4.88,20,107,0.03
36,was,6925,3.20,12,104,-0.09
37,a,39236,18.12,66,107,-0.13
38,in,43718,20.19,73,107,-0.15
39,with,12169,5.62,20,106,-0.17
40,to,31956,14.76,52,107,-0.18
41,that,15408,7.11,25,106,-0.19
42,with,12169,5.62,18,106,-0.32
43,at,9606,4.44,14,106,-0.34
44,of,89672,41.40,119,107,-0.48
45,this,10886,5.03,14,107,-0.52
46,from,10919,5.04,14,106,-0.53
47,as,11867,5.48,15,107,-0.55
48,a,39236,18.12,47,107,-0.62
49,as,11867,5.48,14,107,-0.65
50,of,89672,41.40,95,107,-0.80
51,by,15307,7.07,16,107,-0.82
52,on,12489,5.77,13,107,-0.83
53,and,44534,20.56,26,107,-1.66
