No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,1706,0.85,72,174,4.40
2,that,43032,21.48,1215,268,3.82
3,due,3046,1.52,79,236,3.70
4,they,7129,3.56,55,266,1.95
5,this,26528,13.24,194,268,1.87
6,in,109561,54.70,739,269,1.76
7,there,8509,4.25,52,265,1.61
8,by,38768,19.35,192,269,1.31
9,we,16201,8.09,72,253,1.15
10,is,69361,34.63,308,269,1.15
11,all,7609,3.80,33,268,1.12
12,when,9572,4.78,40,264,1.07
13,no,9909,4.95,39,265,0.98
14,from,27048,13.50,106,268,0.97
15,has,9438,4.71,35,267,0.89
16,have,15277,7.63,56,268,0.88
17,it,33137,16.54,120,268,0.86
18,the,443962,221.64,1516,269,0.77
19,not,16752,8.36,56,268,0.74
20,is,69361,34.63,225,269,0.70
21,to,89842,44.85,289,269,0.69
22,as,38265,19.10,100,268,0.39
23,but,14909,7.44,37,267,0.31
24,be,36430,18.19,84,268,0.21
25,it,33137,16.54,76,268,0.20
26,the,443962,221.64,982,269,0.15
27,are,27740,13.85,61,267,0.14
28,by,38768,19.35,85,269,0.13
29,as,38265,19.10,83,268,0.12
30,be,36430,18.19,79,268,0.12
31,not,16752,8.36,36,268,0.11
32,a,100704,50.28,213,269,0.08
33,we,16201,8.09,34,253,0.07
34,i,16287,8.13,34,266,0.06
35,was,25647,12.80,53,266,0.05
36,in,109561,54.70,224,269,0.03
37,with,32346,16.15,64,269,-0.01
38,which,32699,16.32,63,268,-0.05
39,at,26039,13.00,50,268,-0.06
40,are,27740,13.85,52,267,-0.09
41,this,26528,13.24,47,268,-0.17
42,of,251482,125.55,439,270,-0.19
43,and,106370,53.10,182,270,-0.22
44,with,32346,16.15,51,269,-0.34
45,for,22986,11.48,36,269,-0.35
46,was,25647,12.80,39,266,-0.39
47,to,89842,44.85,134,269,-0.42
48,a,100704,50.28,145,269,-0.47
49,of,251482,125.55,353,270,-0.51
50,on,34279,17.11,43,270,-0.67
51,on,34279,17.11,36,270,-0.93
52,that,43032,21.48,44,268,-0.97
53,and,106370,53.10,54,270,-1.98
