No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,25798,11.98,310,284,2.69
2,this,15615,7.25,176,282,2.60
3,in,71257,33.08,580,288,2.13
4,is,35457,16.46,183,284,1.47
5,being,5796,2.69,29,271,1.43
6,has,5327,2.47,24,269,1.28
7,no,6129,2.85,25,269,1.14
8,is,35457,16.46,144,284,1.13
9,if,5785,2.69,23,263,1.10
10,being,5796,2.69,20,271,0.89
11,we,8777,4.08,30,240,0.88
12,been,6555,3.04,22,271,0.85
13,not,9981,4.63,31,282,0.74
14,from,18704,8.68,58,285,0.74
15,which,25476,11.83,75,284,0.66
16,it,23115,10.73,67,283,0.64
17,by,25680,11.92,74,288,0.63
18,i,12207,5.67,35,274,0.63
19,these,8292,3.85,23,272,0.58
20,but,9580,4.45,26,281,0.55
21,may,7729,3.59,20,274,0.48
22,by,25680,11.92,64,288,0.42
23,was,14101,6.55,35,267,0.42
24,it,23115,10.73,56,283,0.38
25,the,275326,127.83,648,289,0.34
26,have,10810,5.02,24,280,0.26
27,a,54588,25.35,117,285,0.21
28,an,9848,4.57,21,277,0.20
29,have,10810,5.02,23,280,0.20
30,of,169492,78.69,358,289,0.19
31,an,9848,4.57,20,277,0.13
32,was,14101,6.55,28,267,0.10
33,to,58936,27.36,117,287,0.10
34,to,58936,27.36,115,287,0.07
35,the,275326,127.83,536,289,0.07
36,for,13800,6.41,26,288,0.02
37,are,16185,7.51,30,282,-0.00
38,in,71257,33.08,131,288,-0.01
39,be,24311,11.29,44,284,-0.04
40,a,54588,25.35,98,285,-0.05
41,that,25798,11.98,46,284,-0.06
42,this,15615,7.25,27,282,-0.10
43,with,20869,9.69,36,286,-0.11
44,and,70715,32.83,121,289,-0.12
45,be,24311,11.29,41,284,-0.14
46,at,19189,8.91,32,285,-0.16
47,as,22909,10.64,38,283,-0.16
48,as,22909,10.64,37,283,-0.20
49,which,25476,11.83,40,284,-0.24
50,are,16185,7.51,23,282,-0.39
51,with,20869,9.69,29,286,-0.42
52,of,169492,78.69,171,289,-0.88
53,and,70715,32.83,48,289,-1.45
