No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,spite,155,0.07,23,205,6.39
2,that,28629,12.70,750,205,3.88
3,view,1378,0.61,30,205,3.62
4,due,1980,0.88,43,205,3.61
5,do,1352,0.60,23,205,3.26
6,in,77422,34.33,698,205,2.35
7,this,19024,8.44,136,205,2.01
8,all,5558,2.46,30,205,1.61
9,there,6280,2.78,28,205,1.33
10,only,5434,2.41,24,205,1.32
11,no,6711,2.98,29,205,1.28
12,from,21202,9.40,90,205,1.26
13,by,27581,12.23,100,205,1.03
14,is,52577,23.32,189,205,1.02
15,but,9401,4.17,32,205,0.94
16,was,12474,5.53,40,205,0.85
17,the,273098,121.11,875,205,0.85
18,is,52577,23.32,154,205,0.72
19,it,20573,9.12,58,205,0.67
20,these,8373,3.71,23,205,0.63
21,not,11767,5.22,31,205,0.57
22,be,26193,11.62,65,205,0.48
23,are,23494,10.42,56,205,0.43
24,this,19024,8.44,45,205,0.42
25,was,12474,5.53,29,205,0.39
26,to,58903,26.12,135,205,0.37
27,for,24613,10.91,54,205,0.31
28,not,11767,5.22,25,205,0.26
29,the,273098,121.11,579,205,0.26
30,it,20573,9.12,43,205,0.24
31,for,24613,10.91,50,205,0.20
32,are,23494,10.42,46,205,0.14
33,be,26193,11.62,50,205,0.11
34,with,22058,9.78,40,205,0.03
35,in,77422,34.33,139,205,0.02
36,and,80342,35.63,144,205,0.01
37,a,73787,32.72,128,205,-0.03
38,that,28629,12.70,48,205,-0.08
39,by,27581,12.23,41,205,-0.25
40,at,18977,8.42,28,205,-0.27
41,which,18592,8.24,27,205,-0.29
42,to,58903,26.12,85,205,-0.30
43,with,22058,9.78,29,205,-0.43
44,as,20799,9.22,27,205,-0.45
45,of,156123,69.23,190,205,-0.54
46,of,156123,69.23,173,205,-0.68
47,on,21767,9.65,23,205,-0.75
48,a,73787,32.72,72,205,-0.86
49,and,80342,35.63,42,205,-1.76
