No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,owing,616,0.33,42,165,4.98
2,matter,484,0.26,32,165,4.93
3,due,1803,0.98,70,165,4.16
4,that,24429,13.23,857,165,4.02
5,view,1181,0.64,35,165,3.77
6,shown,2569,1.39,20,165,1.85
7,they,4401,2.38,34,165,1.83
8,in,69907,37.86,535,165,1.82
9,this,16387,8.87,121,165,1.77
10,some,3866,2.09,24,165,1.52
11,there,5004,2.71,30,165,1.47
12,all,4164,2.26,24,165,1.41
13,by,21722,11.76,122,165,1.37
14,is,44557,24.13,227,165,1.23
15,only,4324,2.34,20,165,1.09
16,when,4233,2.29,19,165,1.05
17,we,8062,4.37,36,165,1.04
18,has,6830,3.70,30,165,1.02
19,to,50613,27.41,218,165,0.99
20,have,8264,4.48,35,165,0.97
21,no,5457,2.96,23,165,0.96
22,it,18462,10.00,77,165,0.95
23,may,6201,3.36,25,165,0.90
24,from,17310,9.37,69,165,0.88
25,been,6551,3.55,25,165,0.82
26,the,258232,139.85,978,165,0.81
27,but,8490,4.60,31,165,0.75
28,is,44557,24.13,150,165,0.64
29,as,20625,11.17,69,165,0.63
30,are,20058,10.86,67,165,0.62
31,not,9380,5.08,31,165,0.61
32,two,6455,3.50,20,165,0.52
33,it,18462,10.00,56,165,0.49
34,was,9685,5.25,29,165,0.47
35,these,7399,4.01,22,165,0.46
36,be,20134,10.90,58,165,0.41
37,the,258232,139.85,714,165,0.35
38,was,9685,5.25,26,165,0.31
39,we,8062,4.37,19,165,0.12
40,and,64708,35.04,151,165,0.11
41,this,16387,8.87,38,165,0.10
42,be,20134,10.90,46,165,0.08
43,which,17436,9.44,39,165,0.05
44,in,69907,37.86,155,165,0.03
45,for,15917,8.62,34,165,-0.02
46,not,9380,5.08,20,165,-0.02
47,with,18064,9.78,38,165,-0.04
48,a,59787,32.38,125,165,-0.05
49,for,15917,8.62,32,165,-0.11
50,are,20058,10.86,37,165,-0.23
51,a,59787,32.38,97,165,-0.42
52,of,140969,76.34,227,165,-0.43
53,of,140969,76.34,204,165,-0.58
54,with,18064,9.78,26,165,-0.59
55,on,18950,10.26,27,165,-0.60
56,to,50613,27.41,72,165,-0.61
57,as,20625,11.17,28,165,-0.67
58,at,14010,7.59,19,165,-0.68
59,from,17310,9.37,21,165,-0.84
60,by,21722,11.76,25,165,-0.91
61,that,24429,13.23,21,165,-1.33
62,and,64708,35.04,34,165,-2.04
