No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,22262,8.92,348,250,3.29
2,in,66865,26.78,533,250,2.31
3,this,15418,6.17,112,250,2.18
4,if,4905,1.96,28,250,1.83
5,only,3944,1.58,19,250,1.59
6,being,4926,1.97,22,250,1.48
7,when,4905,1.96,20,250,1.35
8,is,39810,15.94,151,250,1.24
9,from,17673,7.08,66,250,1.22
10,we,8831,3.54,31,250,1.13
11,not,8756,3.51,29,250,1.05
12,be,19648,7.87,58,250,0.88
13,these,7604,3.05,20,250,0.72
14,by,24696,9.89,64,250,0.69
15,for,13654,5.47,35,250,0.68
16,is,39810,15.94,102,250,0.68
17,we,8831,3.54,22,250,0.64
18,but,8964,3.59,22,250,0.62
19,it,20560,8.23,49,250,0.57
20,the,265043,106.15,567,250,0.42
21,have,9836,3.94,21,250,0.41
22,are,15701,6.29,32,250,0.35
23,the,265043,106.15,529,250,0.32
24,it,20560,8.23,41,250,0.32
25,which,22249,8.91,44,250,0.30
26,was,11412,4.57,21,250,0.20
27,to,51403,20.59,93,250,0.18
28,by,24696,9.89,42,250,0.09
29,as,21454,8.59,36,250,0.07
30,a,53845,21.57,90,250,0.06
31,was,11412,4.57,19,250,0.06
32,a,53845,21.57,87,250,0.01
33,be,19648,7.87,31,250,-0.02
34,in,66865,26.78,105,250,-0.03
35,for,13654,5.47,21,250,-0.06
36,of,160162,64.15,240,250,-0.10
37,to,51403,20.59,77,250,-0.10
38,this,15418,6.17,23,250,-0.10
39,as,21454,8.59,32,250,-0.10
40,that,22262,8.92,32,250,-0.16
41,from,17673,7.08,25,250,-0.18
42,which,22249,8.91,31,250,-0.20
43,on,17518,7.02,24,250,-0.23
44,and,68883,27.59,89,250,-0.31
45,with,19815,7.94,25,250,-0.34
46,with,19815,7.94,22,250,-0.53
47,of,160162,64.15,134,250,-0.94
48,and,68883,27.59,51,250,-1.11
