No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,165,0.05,12,69,5.93
2,that,17113,5.10,120,268,2.56
3,this,10382,3.09,65,264,2.39
4,if,3420,1.02,17,236,2.06
5,in,41610,12.40,185,288,1.90
6,is,20130,6.00,86,282,1.84
7,is,20130,6.00,65,282,1.44
8,but,6335,1.89,19,261,1.33
9,we,5072,1.51,15,225,1.31
10,same,4648,1.39,13,254,1.23
11,may,4756,1.42,12,258,1.08
12,which,16288,4.85,40,265,1.04
13,when,4962,1.48,12,249,1.02
14,it,15783,4.70,38,265,1.01
15,a,33755,10.06,80,285,0.99
16,have,7054,2.10,16,264,0.93
17,i,10661,3.18,22,270,0.79
18,an,5887,1.75,12,269,0.77
19,an,5887,1.75,12,269,0.77
20,by,16578,4.94,32,288,0.70
21,not,6887,2.05,13,259,0.66
22,from,11937,3.56,22,273,0.63
23,are,9000,2.68,16,280,0.58
24,to,38473,11.46,67,288,0.55
25,was,9526,2.84,16,249,0.49
26,the,170634,50.85,257,289,0.34
27,it,15783,4.70,23,265,0.29
28,by,16578,4.94,24,288,0.28
29,as,13469,4.01,19,272,0.24
30,be,14809,4.41,19,273,0.11
31,be,14809,4.41,19,273,0.11
32,in,41610,12.40,52,288,0.07
33,that,17113,5.10,21,268,0.04
34,a,33755,10.06,40,285,-0.01
35,as,13469,4.01,15,272,-0.10
36,the,170634,50.85,189,289,-0.11
37,which,16288,4.85,18,265,-0.11
38,of,97346,29.01,105,289,-0.14
39,from,11937,3.56,12,273,-0.25
40,at,12302,3.67,12,283,-0.29
41,and,44247,13.19,38,288,-0.47
42,to,38473,11.46,30,288,-0.61
43,of,97346,29.01,69,289,-0.75
44,and,44247,13.19,25,288,-1.08
