No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,has,2213,0.37,10,245,2.74
2,this,8697,1.47,38,245,2.69
3,very,3045,0.51,10,245,2.28
4,that,13172,2.23,41,245,2.20
5,is,13293,2.25,38,245,2.08
6,in,25981,4.39,64,245,1.87
7,i,9239,1.56,19,245,1.61
8,but,5472,0.92,11,245,1.57
9,is,13293,2.25,21,245,1.22
10,was,9216,1.56,12,245,0.95
11,a,24595,4.16,30,245,0.85
12,that,13172,2.23,15,245,0.75
13,to,28151,4.76,30,245,0.66
14,as,9613,1.62,10,245,0.62
15,as,9613,1.62,10,245,0.62
16,this,8697,1.47,9,245,0.61
17,to,28151,4.76,28,245,0.56
18,be,12192,2.06,12,245,0.54
19,it,13664,2.31,13,245,0.49
20,be,12192,2.06,11,245,0.42
21,a,24595,4.16,22,245,0.40
22,which,11762,1.99,9,245,0.18
23,by,11841,2.00,9,245,0.17
24,it,13664,2.31,10,245,0.11
25,in,25981,4.39,18,245,0.04
26,the,107864,18.23,71,245,-0.04
27,the,107864,18.23,58,245,-0.33
28,of,62941,10.64,32,245,-0.41
29,and,30091,5.09,14,245,-0.54
30,of,62941,10.64,25,245,-0.77
31,and,30091,5.09,11,245,-0.89
