No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,858,0.46,66,167,5.17
2,owing,825,0.44,32,191,4.18
3,that,36109,19.27,1200,262,3.96
4,due,2781,1.48,87,243,3.87
5,they,5841,3.12,53,255,2.09
6,this,23318,12.45,185,262,1.89
7,in,96855,51.70,657,266,1.67
8,all,7152,3.82,39,260,1.35
9,some,5355,2.86,29,257,1.34
10,also,5463,2.92,29,261,1.31
11,has,8339,4.45,44,261,1.31
12,by,33477,17.87,168,264,1.23
13,there,6353,3.39,31,261,1.19
14,from,22503,12.01,109,264,1.18
15,only,6396,3.41,28,261,1.04
16,is,56956,30.40,247,263,1.02
17,it,26259,14.02,110,262,0.97
18,we,17721,9.46,71,255,0.91
19,the,362916,193.71,1451,265,0.91
20,as,30902,16.49,115,264,0.80
21,to,77114,41.16,282,265,0.78
22,no,8258,4.41,30,262,0.77
23,not,14719,7.86,52,262,0.73
24,is,56956,30.40,199,263,0.71
25,which,25600,13.66,89,263,0.70
26,when,8907,4.75,30,256,0.66
27,have,13685,7.30,46,261,0.65
28,are,24311,12.98,80,262,0.62
29,been,9165,4.89,30,260,0.62
30,may,8911,4.76,29,260,0.61
31,one,9008,4.81,29,265,0.59
32,it,26259,14.02,72,262,0.36
33,have,13685,7.30,37,261,0.34
34,the,362916,193.71,969,265,0.32
35,we,17721,9.46,47,255,0.31
36,be,30566,16.31,78,265,0.26
37,were,11736,6.26,29,255,0.21
38,for,25213,13.46,60,263,0.16
39,a,92953,49.61,217,266,0.13
40,was,23714,12.66,54,260,0.09
41,with,26830,14.32,61,265,0.09
42,this,23318,12.45,52,262,0.06
43,but,12684,6.77,28,261,0.05
44,in,96855,51.70,209,266,0.02
45,with,26830,14.32,55,265,-0.06
46,i,14091,7.52,28,260,-0.10
47,be,30566,16.31,60,265,-0.12
48,as,30902,16.49,60,264,-0.14
49,at,23456,12.52,44,265,-0.19
50,was,23714,12.66,44,260,-0.20
51,by,33477,17.87,62,264,-0.21
52,and,92511,49.38,168,266,-0.23
53,to,77114,41.16,140,265,-0.23
54,are,24311,12.98,41,262,-0.34
55,of,206247,110.09,346,266,-0.35
56,a,92953,49.61,154,266,-0.37
57,on,28588,15.26,47,266,-0.38
58,of,206247,110.09,316,266,-0.48
59,for,25213,13.46,31,263,-0.80
60,and,92511,49.38,46,266,-2.10
