No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,attention,494,0.23,33,244,5.16
2,due,2511,1.17,83,244,4.15
3,matter,1601,0.75,49,244,4.04
4,that,36293,16.91,936,244,3.79
5,they,6214,2.90,41,244,1.82
6,this,23346,10.88,153,244,1.81
7,in,91800,42.78,574,244,1.75
8,there,7378,3.44,36,244,1.39
9,by,32051,14.94,155,244,1.38
10,no,8083,3.77,37,244,1.30
11,we,13852,6.46,63,244,1.29
12,when,7930,3.70,34,244,1.20
13,is,61264,28.55,245,244,1.10
14,it,28761,13.40,110,244,1.04
15,from,23264,10.84,87,244,1.00
16,to,75852,35.35,269,244,0.93
17,the,380948,177.54,1192,244,0.75
18,is,61264,28.55,188,244,0.72
19,have,13155,6.13,40,244,0.71
20,not,13724,6.40,41,244,0.68
21,are,23978,11.17,59,244,0.40
22,be,29976,13.97,72,244,0.37
23,as,32581,15.18,78,244,0.36
24,as,32581,15.18,74,244,0.28
25,not,13724,6.40,31,244,0.28
26,it,28761,13.40,63,244,0.23
27,be,29976,13.97,63,244,0.17
28,the,380948,177.54,792,244,0.16
29,in,91800,42.78,189,244,0.14
30,was,20426,9.52,40,244,0.07
31,for,18578,8.66,36,244,0.06
32,by,32051,14.94,58,244,-0.04
33,a,83344,38.84,148,244,-0.07
34,with,27476,12.80,46,244,-0.16
35,with,27476,12.80,46,244,-0.16
36,which,28279,13.18,47,244,-0.17
37,and,93586,43.62,154,244,-0.18
38,this,23346,10.88,38,244,-0.20
39,of,209530,97.65,322,244,-0.28
40,are,23978,11.17,36,244,-0.31
41,to,75852,35.35,113,244,-0.32
42,a,83344,38.84,104,244,-0.58
43,of,209530,97.65,260,244,-0.59
44,and,93586,43.62,35,244,-2.32
