No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,746,0.38,58,247,5.26
2,owing,784,0.40,37,247,4.54
3,due,2667,1.35,89,247,4.04
4,that,33518,16.98,1071,247,3.98
5,this,21234,10.76,157,247,1.87
6,they,5478,2.78,38,247,1.78
7,in,90338,45.76,567,247,1.63
8,also,5075,2.57,30,247,1.54
9,has,7801,3.95,42,247,1.41
10,by,30382,15.39,155,247,1.33
11,all,6419,3.25,31,247,1.25
12,there,6132,3.11,29,247,1.22
13,is,52746,26.72,238,247,1.15
14,from,21025,10.65,91,247,1.09
15,to,69282,35.10,275,247,0.97
16,the,336955,170.70,1261,247,0.89
17,when,8090,4.10,29,247,0.82
18,it,24303,12.31,87,247,0.82
19,as,27742,14.05,99,247,0.82
20,is,52746,26.72,182,247,0.77
21,we,14415,7.30,49,247,0.75
22,it,24303,12.31,79,247,0.68
23,have,12068,6.11,37,247,0.60
24,which,24082,12.20,72,247,0.56
25,are,23269,11.79,69,247,0.55
26,be,27068,13.71,79,247,0.53
27,the,336955,170.70,876,247,0.36
28,for,22831,11.57,57,247,0.30
29,not,13337,6.76,33,247,0.29
30,were,10918,5.53,27,247,0.29
31,this,21234,10.76,47,247,0.13
32,a,84375,42.74,185,247,0.11
33,be,27068,13.71,56,247,0.03
34,in,90338,45.76,179,247,-0.03
35,with,24461,12.39,48,247,-0.05
36,was,22632,11.47,41,247,-0.16
37,to,69282,35.10,123,247,-0.19
38,are,23269,11.79,41,247,-0.20
39,as,27742,14.05,48,247,-0.23
40,with,24461,12.39,42,247,-0.24
41,and,85678,43.40,145,247,-0.26
42,a,84375,42.74,140,247,-0.29
43,at,22380,11.34,37,247,-0.29
44,was,22632,11.47,36,247,-0.35
45,on,25788,13.06,41,247,-0.35
46,of,186712,94.59,287,247,-0.40
47,of,186712,94.59,287,247,-0.40
48,for,22831,11.57,35,247,-0.40
49,by,30382,15.39,44,247,-0.48
50,and,85678,43.40,46,247,-1.92
