No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,474,0.26,38,150,5.17
2,owing,575,0.32,39,150,4.93
3,that,22344,12.44,763,150,3.94
4,due,1760,0.98,58,150,3.89
5,view,1047,0.58,20,150,3.10
6,shown,2232,1.24,20,150,2.01
7,this,14982,8.34,125,150,1.91
8,in,63154,35.16,498,150,1.82
9,some,3401,1.89,26,150,1.78
10,they,3941,2.19,30,150,1.77
11,all,3643,2.03,24,150,1.56
12,there,4644,2.59,30,150,1.54
13,by,19865,11.06,111,150,1.33
14,only,3896,2.17,20,150,1.21
15,when,4234,2.36,21,150,1.16
16,is,41966,23.36,205,150,1.13
17,it,17389,9.68,77,150,0.99
18,no,4897,2.73,21,150,0.95
19,to,46382,25.82,194,150,0.91
20,from,15498,8.63,64,150,0.89
21,may,5697,3.17,23,150,0.86
22,has,6241,3.47,24,150,0.79
23,we,7947,4.42,30,150,0.76
24,have,7487,4.17,28,150,0.75
25,are,17724,9.87,66,150,0.74
26,the,236162,131.46,874,150,0.73
27,was,9020,5.02,33,150,0.72
28,been,5790,3.22,21,150,0.70
29,as,19055,10.61,69,150,0.70
30,not,8604,4.79,31,150,0.69
31,is,41966,23.36,145,150,0.63
32,but,7810,4.35,26,150,0.58
33,be,18384,10.23,59,150,0.53
34,it,17389,9.68,55,150,0.51
35,not,8604,4.79,25,150,0.38
36,the,236162,131.46,676,150,0.36
37,was,9020,5.02,25,150,0.32
38,which,16062,8.94,41,150,0.20
39,we,7947,4.42,20,150,0.18
40,be,18384,10.23,45,150,0.14
41,for,15132,8.42,37,150,0.14
42,for,15132,8.42,37,150,0.14
43,a,54372,30.27,128,150,0.08
44,with,16191,9.01,38,150,0.08
45,this,14982,8.34,35,150,0.07
46,are,17724,9.87,41,150,0.06
47,in,63154,35.16,146,150,0.05
48,and,58927,32.80,135,150,0.04
49,with,16191,9.01,30,150,-0.27
50,on,17329,9.65,29,150,-0.41
51,of,126883,70.63,206,150,-0.46
52,to,46382,25.82,75,150,-0.46
53,a,54372,30.27,85,150,-0.51
54,as,19055,10.61,29,150,-0.55
55,at,12663,7.05,18,150,-0.65
56,of,126883,70.63,180,150,-0.65
57,by,19865,11.06,26,150,-0.77
58,from,15498,8.63,19,150,-0.86
59,on,17329,9.65,20,150,-0.95
60,that,22344,12.44,18,150,-1.47
61,and,58927,32.80,34,150,-1.95
