No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,7828,0.57,16,264,2.81
2,that,12679,0.92,18,267,2.29
3,in,24100,1.75,25,284,1.84
4,is,11735,0.85,11,262,1.69
5,that,12679,0.92,8,267,1.12
6,a,22461,1.63,14,283,1.10
7,to,25794,1.87,16,280,1.09
8,it,13444,0.98,8,269,1.03
9,a,22461,1.63,12,283,0.88
10,to,25794,1.87,11,280,0.55
11,the,98244,7.14,35,285,0.29
12,in,24100,1.75,8,284,0.19
13,and,27431,1.99,8,282,0.01
14,of,58307,4.24,12,284,-0.50
15,the,98244,7.14,19,285,-0.59
16,of,58307,4.24,10,284,-0.76
