No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,867,0.45,71,281,5.30
2,lies,496,0.26,29,281,4.82
3,owing,888,0.46,36,281,4.29
4,that,37716,19.54,1200,281,3.94
5,due,3025,1.57,92,281,3.88
6,they,5936,3.07,47,281,1.93
7,this,24484,12.68,190,281,1.91
8,in,100912,52.27,680,281,1.70
9,some,5426,2.81,31,281,1.46
10,also,5668,2.94,32,281,1.45
11,has,8777,4.55,44,281,1.27
12,by,34795,18.02,172,281,1.25
13,there,6632,3.44,31,281,1.17
14,all,7297,3.78,34,281,1.17
15,from,23754,12.30,109,281,1.15
16,is,59933,31.05,264,281,1.09
17,it,27388,14.19,105,281,0.89
18,the,379560,196.62,1447,281,0.88
19,to,79887,41.38,298,281,0.85
20,we,18289,9.47,68,281,0.84
21,as,31994,16.57,117,281,0.82
22,is,59933,31.05,206,281,0.73
23,may,9023,4.67,30,281,0.68
24,which,26873,13.92,89,281,0.68
25,it,27388,14.19,89,281,0.65
26,when,9299,4.82,30,281,0.64
27,are,25591,13.26,81,281,0.61
28,been,9577,4.96,29,281,0.55
29,have,14104,7.31,42,281,0.52
30,not,15079,7.81,44,281,0.49
31,the,379560,196.62,996,281,0.34
32,be,31672,16.41,83,281,0.34
33,for,26356,13.65,64,281,0.23
34,this,24484,12.68,58,281,0.19
35,we,18289,9.47,43,281,0.18
36,have,14104,7.31,33,281,0.18
37,but,12914,6.69,29,281,0.12
38,a,97630,50.57,210,281,0.05
39,with,28100,14.56,59,281,0.02
40,in,100912,52.27,209,281,-0.00
41,was,25306,13.11,50,281,-0.07
42,be,31672,16.41,60,281,-0.13
43,at,25312,13.11,46,281,-0.19
44,to,79887,41.38,145,281,-0.19
45,as,31994,16.57,58,281,-0.19
46,with,28100,14.56,50,281,-0.22
47,are,25591,13.26,45,281,-0.24
48,and,96132,49.80,167,281,-0.25
49,a,97630,50.57,167,281,-0.28
50,by,34795,18.02,59,281,-0.29
51,of,212714,110.19,339,281,-0.38
52,was,25306,13.11,40,281,-0.39
53,of,212714,110.19,327,281,-0.43
54,on,29367,15.21,42,281,-0.53
55,for,26356,13.65,36,281,-0.60
56,from,23754,12.30,30,281,-0.71
57,and,96132,49.80,50,281,-1.99
