No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,164,0.05,16,287,6.31
2,interesting,249,0.08,15,287,5.61
3,that,17697,5.44,133,287,2.61
4,this,10607,3.26,73,287,2.48
5,in,43387,13.34,202,287,1.92
6,is,21217,6.52,95,287,1.86
7,if,3568,1.10,15,287,1.77
8,is,21217,6.52,71,287,1.44
9,same,4842,1.49,14,287,1.23
10,when,5221,1.60,15,287,1.22
11,but,6698,2.06,19,287,1.21
12,we,5305,1.63,15,287,1.20
13,it,16317,5.02,46,287,1.20
14,a,35362,10.87,83,287,0.93
15,have,7394,2.27,17,287,0.90
16,which,17207,5.29,39,287,0.88
17,not,7109,2.19,16,287,0.87
18,by,17114,5.26,36,287,0.77
19,i,10989,3.38,23,287,0.77
20,from,12207,3.75,22,287,0.55
21,are,9525,2.93,17,287,0.54
22,to,39540,12.15,69,287,0.51
23,the,177516,54.56,274,287,0.33
24,by,17114,5.26,26,287,0.31
25,this,10607,3.26,16,287,0.30
26,it,16317,5.02,24,287,0.26
27,as,13907,4.27,19,287,0.15
28,that,17697,5.44,24,287,0.14
29,was,9659,2.97,13,287,0.13
30,a,35362,10.87,45,287,0.05
31,in,43387,13.34,55,287,0.04
32,be,15250,4.69,19,287,0.02
33,be,15250,4.69,19,287,0.02
34,which,17207,5.29,20,287,-0.08
35,the,177516,54.56,206,287,-0.08
36,of,101825,31.30,114,287,-0.14
37,as,13907,4.27,15,287,-0.19
38,at,12808,3.94,13,287,-0.28
39,to,39540,12.15,36,287,-0.43
40,and,46177,14.19,42,287,-0.43
41,of,101825,31.30,74,287,-0.76
42,and,46177,14.19,26,287,-1.13
