No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,interesting,259,0.10,12,92,4.93
2,important,393,0.15,12,116,4.33
3,that,16670,6.32,199,208,2.98
4,this,10530,3.99,97,208,2.60
5,in,42898,16.25,210,226,1.69
6,there,2472,0.94,12,187,1.68
7,is,19461,7.37,90,225,1.61
8,will,3403,1.29,15,194,1.54
9,all,2979,1.13,12,193,1.41
10,being,3695,1.40,14,200,1.32
11,has,3326,1.26,12,192,1.25
12,when,4608,1.75,15,195,1.10
13,is,19461,7.37,60,225,1.02
14,not,6565,2.49,20,209,1.01
15,been,4326,1.64,13,205,0.99
16,not,6565,2.49,19,209,0.93
17,from,11140,4.22,32,211,0.92
18,may,4556,1.73,13,203,0.91
19,we,4910,1.86,14,185,0.91
20,an,5674,2.15,16,218,0.90
21,one,4737,1.79,13,205,0.86
22,but,6204,2.35,17,206,0.85
23,it,15123,5.73,40,214,0.80
24,be,13743,5.21,36,222,0.79
25,a,31571,11.96,77,225,0.69
26,it,15123,5.73,35,214,0.61
27,by,17381,6.59,40,227,0.60
28,was,9291,3.52,21,205,0.58
29,by,17381,6.59,39,227,0.57
30,have,7351,2.79,16,205,0.52
31,which,16291,6.17,35,214,0.50
32,the,162075,61.41,325,227,0.40
33,i,9683,3.67,19,211,0.37
34,to,36391,13.79,71,227,0.36
35,as,13931,5.28,26,220,0.30
36,be,13743,5.21,24,222,0.20
37,this,10530,3.99,18,208,0.17
38,at,11281,4.27,19,223,0.15
39,to,36391,13.79,61,227,0.15
40,in,42898,16.25,70,226,0.11
41,a,31571,11.96,49,225,0.03
42,for,8073,3.06,12,227,-0.03
43,are,8857,3.36,13,219,-0.05
44,was,9291,3.52,13,205,-0.12
45,that,16670,6.32,23,208,-0.14
46,the,162075,61.41,223,227,-0.14
47,as,13931,5.28,19,220,-0.15
48,are,8857,3.36,12,219,-0.16
49,with,12684,4.81,17,224,-0.18
50,of,94257,35.71,124,227,-0.20
51,and,41502,15.72,54,227,-0.22
52,with,12684,4.81,16,224,-0.26
53,from,11140,4.22,14,211,-0.27
54,i,9683,3.67,12,211,-0.29
55,of,94257,35.71,79,227,-0.85
56,which,16291,6.17,12,214,-1.04
57,and,41502,15.72,19,227,-1.73
