No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,8212,0.82,21,254,2.69
2,that,13213,1.31,25,256,2.25
3,is,12980,1.29,22,253,2.09
4,in,24931,2.48,34,275,1.78
5,i,8978,0.89,11,254,1.62
6,it,13751,1.37,12,259,1.13
7,is,12980,1.29,11,253,1.09
8,a,22675,2.25,18,273,1.00
9,that,13213,1.31,10,256,0.93
10,a,22675,2.25,17,273,0.92
11,to,26894,2.67,19,271,0.83
12,to,26894,2.67,16,271,0.58
13,in,24931,2.48,12,275,0.28
14,the,103924,10.33,43,276,0.06
15,and,29127,2.89,10,274,-0.21
16,the,103924,10.33,28,276,-0.56
17,of,60103,5.97,14,277,-0.77
18,of,60103,5.97,14,277,-0.77
