No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,due,1450,0.72,33,165,3.53
2,that,26806,13.24,590,253,3.48
3,this,18341,9.06,169,259,2.22
4,in,72726,35.91,544,261,1.92
5,all,5297,2.62,29,244,1.47
6,only,4898,2.42,26,239,1.43
7,is,42872,21.17,206,260,1.28
8,from,18906,9.34,86,260,1.20
9,by,23573,11.64,105,259,1.17
10,has,6478,3.20,27,241,1.08
11,if,5113,2.52,21,210,1.06
12,when,5665,2.80,22,229,0.98
13,they,5701,2.82,21,246,0.90
14,been,6316,3.12,22,242,0.82
15,these,8903,4.40,31,243,0.82
16,may,6123,3.02,21,242,0.80
17,it,21684,10.71,69,258,0.69
18,to,59060,29.16,184,260,0.66
19,an,8445,4.17,25,252,0.58
20,the,286326,141.39,842,261,0.57
21,we,11331,5.60,32,206,0.52
22,not,10376,5.12,29,249,0.50
23,was,14337,7.08,40,251,0.50
24,it,21684,10.71,59,258,0.46
25,is,42872,21.17,115,260,0.44
26,i,10983,5.42,29,236,0.42
27,be,20871,10.31,55,259,0.42
28,are,17888,8.83,46,258,0.38
29,have,11632,5.74,29,251,0.34
30,we,11331,5.60,28,206,0.32
31,in,72726,35.91,176,261,0.29
32,but,11294,5.58,27,254,0.28
33,was,14337,7.08,34,251,0.26
34,this,18341,9.06,42,259,0.21
35,not,10376,5.12,23,249,0.17
36,be,20871,10.31,46,259,0.16
37,which,22261,10.99,49,260,0.16
38,by,23573,11.64,51,259,0.13
39,a,58359,28.82,126,261,0.13
40,for,13441,6.64,29,244,0.13
41,have,11632,5.74,25,251,0.12
42,the,286326,141.39,615,261,0.12
43,as,24508,12.10,51,258,0.08
44,with,21572,10.65,41,257,-0.06
45,a,58359,28.82,110,261,-0.07
46,as,24508,12.10,45,258,-0.11
47,of,163767,80.87,289,260,-0.16
48,which,22261,10.99,39,260,-0.17
49,and,71495,35.30,124,260,-0.19
50,to,59060,29.16,97,260,-0.27
51,at,17139,8.46,28,256,-0.27
52,on,21952,10.84,35,260,-0.31
53,are,17888,8.83,27,258,-0.39
54,that,26806,13.24,37,253,-0.52
55,of,163767,80.87,185,260,-0.81
56,on,21952,10.84,24,260,-0.85
57,with,21572,10.65,23,257,-0.89
58,and,71495,35.30,57,260,-1.31
