Context,Collocate
Years 1706-1710: Water 5 the matter of fact to m2 ſeems hard- Iy,matter
"Years 1706-1710: ""This is Matter . of Fact : known (143) known'to every",matter
Years 1706-1710: as appears by matter of Fact ; which take as fol-,matter
Years 1706-1710: on- > relace Matter of Fact as to the diſcovery of,matter
