Context,Collocate
Years 1952-1956: whether the specimen was in fact other than normal. In the,specimen
"Years 1952-1956: that Perrault’s specimen was in fact normal, the 116 J. S.",specimen
Years 1952-1956: specimen (diameter 102 mm.). The fact that this specimen is still,specimen
