No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,new,706,0.19,14,132,6.18
2,preceding,411,0.11,6,99,5.74
3,these,3007,0.82,34,183,5.37
4,many,789,0.22,8,156,5.22
5,some,2188,0.60,9,189,3.92
6,other,2630,0.72,9,192,3.65
7,which,11882,3.24,31,203,3.26
8,are,4991,1.36,13,198,3.26
9,that,12799,3.49,22,204,2.66
10,or,4754,1.30,7,203,2.43
11,i,8000,2.18,9,205,2.04
12,as,8283,2.26,8,206,1.82
13,and,27411,7.47,25,219,1.74
14,the,93740,25.56,77,222,1.59
15,in,24502,6.68,15,217,1.17
16,by,11441,3.12,6,215,0.94
17,it,12481,3.40,6,209,0.82
18,of,64682,17.64,30,223,0.77
19,to,24505,6.68,11,214,0.72
20,of,64682,17.64,7,223,-1.33
21,the,93740,25.56,7,222,-1.87
