No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,134,0.02,9,73,8.58
2,respecting,179,0.03,9,93,8.16
3,new,636,0.11,9,134,6.33
4,many,644,0.11,7,197,5.95
5,these,2794,0.49,21,253,5.42
6,following,814,0.14,6,188,5.39
7,some,1692,0.30,5,248,4.07
8,which,9897,1.74,25,276,3.85
9,we,3545,0.62,8,195,3.69
10,or,4586,0.80,10,270,3.64
11,that,11397,2.00,13,272,2.70
12,i,7157,1.26,6,274,2.26
13,the,104036,18.24,63,293,1.79
14,and,26591,4.66,9,292,0.95
15,to,24375,4.27,5,281,0.23
16,of,62299,10.93,10,291,-0.13
17,of,62299,10.93,9,291,-0.28
