No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,new,608,0.10,9,120,6.52
2,these,3351,0.54,25,184,5.53
3,some,2497,0.40,9,195,4.48
4,other,3025,0.49,7,195,3.84
5,which,13326,2.15,26,209,3.59
6,are,6056,0.98,7,199,2.84
7,or,5671,0.92,6,209,2.71
8,i,9234,1.49,8,207,2.42
9,that,14244,2.30,12,209,2.38
10,as,9849,1.59,6,209,1.91
11,and,31055,5.02,16,223,1.67
12,the,110415,17.85,50,227,1.49
13,of,70652,11.42,24,227,1.07
14,in,27504,4.45,8,220,0.85
15,to,29506,4.77,8,217,0.75
