No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,respecting,210,0.04,5,107,7.01
2,few,347,0.06,5,156,6.28
3,new,795,0.15,9,142,5.94
4,these,2626,0.49,25,242,5.69
5,many,617,0.11,5,188,5.45
6,some,1705,0.32,5,242,3.99
7,which,10394,1.92,30,261,3.97
8,other,2357,0.44,5,242,3.52
9,that,11347,2.10,18,257,3.10
10,or,4552,0.84,6,261,2.83
11,are,4899,0.91,5,248,2.47
12,i,7486,1.38,7,265,2.34
13,the,97493,18.02,55,278,1.61
14,in,23927,4.42,10,274,1.18
15,and,25627,4.74,10,277,1.08
16,of,61339,11.34,16,275,0.50
17,of,61339,11.34,5,275,-1.18
18,the,97493,18.02,5,278,-1.85
