https://example.com/collocation-analysis
There are 1902297 different words in your collocation database for "facts". (Your query returned 893 matches in 277 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	5742	1.37	68	247	4.63
2	all	3808	0.91	16	238	3.14
3	have	8083	1.93	30	254	2.96
4	from	12869	3.07	41	262	2.74
5	i	11409	2.72	33	262	2.60
6	other	4894	1.17	14	247	2.58
7	which	18612	4.44	53	260	2.58
8	are	10204	2.44	28	269	2.52
9	with	14036	3.35	21	273	1.65
10	with	14036	3.35	20	273	1.58
11	that	19539	4.66	25	259	1.42
12	it	18286	4.36	20	258	1.20
13	the	190622	45.49	208	277	1.19
14	on	12907	3.08	14	276	1.18
15	by	18094	4.32	17	276	0.98
16	in	47474	11.33	44	276	0.96
17	of	108270	25.84	99	277	0.94
18	by	18094	4.32	14	276	0.70
19	to	42741	10.20	30	276	0.56
20	and	48794	11.65	31	276	0.41
21	the	190622	45.49	45	277	-1.02
22	of	108270	25.84	22	277	-1.23
