https://example.com/collocation-analysis
There are 4617472 different words in your collocation database for "facts". (Your query returned 1972 matches in 278 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	12056	1.62	99	275	3.93
2	all	7877	1.06	25	276	2.56
3	have	15599	2.09	38	276	2.18
4	which	32806	4.40	57	276	1.69
5	are	28528	3.83	48	275	1.65
6	that	43139	5.79	69	276	1.57
7	we	17186	2.31	26	260	1.49
8	from	27483	3.69	38	277	1.36
9	it	33275	4.47	42	276	1.23
10	to	91726	12.32	113	277	1.20
11	with	33045	4.44	38	277	1.10
12	as	38839	5.22	38	276	0.87
13	be	37214	5.00	35	277	0.81
14	the	451173	60.58	421	277	0.80
15	with	33045	4.44	30	277	0.76
16	from	27483	3.69	24	277	0.70
17	to	91726	12.32	72	277	0.55
18	by	39894	5.36	29	278	0.44
19	in	111135	14.92	78	277	0.39
20	of	255698	34.33	166	278	0.27
21	and	108394	14.55	53	278	-0.14
22	the	451173	60.58	193	277	-0.33
23	of	255698	34.33	101	278	-0.44
24	is	70334	9.44	27	277	-0.48
25	and	108394	14.55	33	278	-0.82
26	in	111135	14.92	32	277	-0.90
27	a	103954	13.96	25	278	-1.16
28	a	103954	13.96	22	278	-1.34
