https://example.com/collocation-analysis
There are 5097731 different words in your collocation database for "facts". (Your query returned 2102 matches in 313 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	13391	1.79	113	310	3.98
2	all	8732	1.16	28	310	2.59
3	have	17406	2.32	39	311	2.07
4	are	31601	4.22	55	310	1.71
5	which	36217	4.83	59	311	1.61
6	that	47892	6.39	77	311	1.59
7	from	30283	4.04	40	312	1.31
8	we	19755	2.64	25	295	1.25
9	with	36571	4.88	46	312	1.24
10	to	101782	13.58	117	312	1.11
11	it	36699	4.90	42	311	1.10
12	as	42700	5.70	41	311	0.85
13	be	41560	5.54	39	312	0.81
14	the	495857	66.14	451	312	0.77
15	with	36571	4.88	32	312	0.71
16	to	101782	13.58	74	312	0.45
17	by	44555	5.94	31	313	0.38
18	of	281662	37.57	188	313	0.32
19	in	123050	16.41	80	312	0.29
20	and	119276	15.91	60	313	-0.09
21	the	495857	66.14	216	312	-0.29
22	of	281662	37.57	121	313	-0.31
23	is	77684	10.36	27	312	-0.62
24	in	123050	16.41	38	312	-0.79
25	and	119276	15.91	35	313	-0.86
26	a	115787	15.45	28	313	-1.14
