https://example.com/collocation-analysis
There are 2094649 different words in your collocation database for "facts". (Your query returned 1526 matches in 245 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	stated	412	0.08	13	132	5.38
2	already	825	0.16	10	159	4.00
3	these	6428	1.22	71	230	3.86
4	described	1091	0.21	12	159	3.86
5	appear	966	0.18	10	166	3.77
6	following	1709	0.32	12	212	3.21
7	now	1999	0.38	12	207	2.99
8	some	2746	0.52	14	228	2.75
9	have	8243	1.56	28	237	2.16
10	i	10405	1.97	35	232	2.15
11	been	5082	0.96	16	236	2.05
12	which	19717	3.74	62	241	2.05
13	will	4395	0.83	11	224	1.72
14	from	14942	2.83	37	241	1.71
15	are	11487	2.18	26	238	1.58
16	that	19944	3.78	34	241	1.17
17	as	17886	3.39	26	239	0.94
18	to	45780	8.68	66	243	0.93
19	not	7812	1.48	11	236	0.89
20	by	20163	3.82	28	243	0.87
21	the	212079	40.20	253	245	0.65
22	with	15942	3.02	19	242	0.65
23	this	12126	2.30	14	238	0.61
24	to	45780	8.68	48	243	0.47
25	it	18212	3.45	19	239	0.46
26	by	20163	3.82	21	243	0.46
27	with	15942	3.02	16	242	0.40
28	in	54814	10.39	55	245	0.40
29	on	15012	2.85	15	244	0.40
30	or	11169	2.12	11	237	0.38
31	are	11487	2.18	11	238	0.34
32	of	127676	24.20	122	245	0.33
33	be	17996	3.41	15	240	0.14
34	and	54543	10.34	43	245	0.06
35	a	40111	7.60	31	242	0.03
36	be	17996	3.41	13	240	-0.07
37	as	17886	3.39	11	239	-0.30
38	that	19944	3.78	12	241	-0.33
39	and	54543	10.34	30	245	-0.46
40	the	212079	40.20	111	245	-0.53
41	in	54814	10.39	28	245	-0.57
42	of	127676	24.20	64	245	-0.60
43	a	40111	7.60	19	242	-0.68
44	is	26024	4.93	11	241	-0.84
