https://example.com/collocation-analysis
There are 4132637 different words in your collocation database for "facts". (Your query returned 1108 matches in 259 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	following	1759	0.16	21	244	5.01
2	these	10744	1.00	82	255	4.36
3	that	36252	3.37	73	258	2.44
4	are	30515	2.84	45	257	1.99
5	with	30707	2.85	40	258	1.81
6	it	27753	2.58	27	256	1.39
7	be	29204	2.71	26	258	1.26
8	as	29504	2.74	23	258	1.07
9	from	27200	2.53	21	258	1.05
10	the	393105	36.53	250	259	0.77
11	to	77759	7.23	40	258	0.47
12	in	107863	10.02	48	258	0.26
13	of	223936	20.81	93	259	0.16
14	is	66232	6.15	25	258	0.02
15	to	77759	7.23	29	258	0.00
16	the	393105	36.53	110	259	-0.41
17	and	109122	10.14	30	259	-0.44
18	in	107863	10.02	29	258	-0.47
19	a	88671	8.24	23	258	-0.52
20	of	223936	20.81	50	259	-0.74
21	and	109122	10.14	23	259	-0.82
