https://example.com/collocation-analysis
There are 1939384 different words in your collocation database for "facts". (Your query returned 1463 matches in 240 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	stated	375	0.07	12	124	5.35
2	appear	860	0.17	11	157	4.02
3	these	6134	1.21	70	223	3.86
4	already	790	0.16	9	150	3.86
5	described	1048	0.21	11	155	3.74
6	following	1549	0.30	12	199	3.30
7	now	1828	0.36	12	199	3.06
8	some	2490	0.49	16	221	3.03
9	i	9740	1.91	36	225	2.23
10	have	7728	1.52	28	231	2.20
11	which	18082	3.55	65	234	2.19
12	been	4690	0.92	13	229	1.82
13	will	3675	0.72	10	214	1.79
14	are	10881	2.14	26	233	1.60
15	from	14029	2.76	29	233	1.40
16	that	17942	3.52	33	234	1.23
17	not	7123	1.40	13	229	1.22
18	as	16507	3.24	25	235	0.95
19	to	41707	8.19	61	238	0.90
20	by	20685	4.06	29	238	0.84
21	or	10293	2.02	14	230	0.79
22	the	196957	38.69	243	240	0.65
23	with	14680	2.88	17	237	0.56
24	this	11339	2.23	13	232	0.54
25	it	16728	3.29	19	234	0.53
26	to	41707	8.19	46	238	0.49
27	are	10881	2.14	12	233	0.49
28	with	14680	2.88	15	237	0.38
29	in	50769	9.97	51	240	0.35
30	of	116509	22.89	116	240	0.34
31	by	20685	4.06	20	238	0.30
32	on	14528	2.85	14	238	0.29
33	and	50072	9.84	42	240	0.09
34	a	36184	7.11	30	237	0.08
35	be	15704	3.09	11	235	-0.17
36	it	16728	3.29	10	234	-0.39
37	and	50072	9.84	29	240	-0.44
38	as	16507	3.24	9	235	-0.53
39	the	196957	38.69	107	240	-0.53
40	in	50769	9.97	27	240	-0.56
41	a	36184	7.11	19	237	-0.58
42	that	17942	3.52	9	234	-0.65
43	of	116509	22.89	58	240	-0.66
44	is	23579	4.63	11	237	-0.75
