No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,new,848,0.23,15,149,5.04
2,these,2752,0.74,37,223,4.65
3,other,2470,0.66,12,230,3.18
4,have,5026,1.35,23,241,3.09
5,which,10831,2.91,33,244,2.50
6,that,11804,3.17,34,242,2.42
7,are,5011,1.35,11,234,2.03
8,i,7468,2.01,16,247,2.00
9,from,7200,1.93,13,248,1.75
10,it,11683,3.14,14,244,1.16
11,the,96386,25.88,107,260,1.05
12,in,24302,6.53,26,258,0.99
13,by,11283,3.03,11,255,0.86
14,of,62502,16.78,59,259,0.81
15,and,27060,7.27,21,259,0.53
16,to,24038,6.45,17,257,0.40
17,the,96386,25.88,37,260,-0.48
18,of,62502,16.78,11,259,-1.61
