No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,6352,1.70,66,229,4.28
2,have,8635,2.31,29,235,2.65
3,from,13302,3.56,42,245,2.56
4,i,11632,3.11,36,245,2.53
5,which,19881,5.32,60,245,2.50
6,are,10776,2.88,29,252,2.33
7,with,15074,4.03,25,256,1.63
8,with,15074,4.03,20,256,1.31
9,the,195974,52.44,242,260,1.21
10,in,50819,13.60,61,259,1.17
11,that,20638,5.52,24,240,1.12
12,it,19115,5.12,22,244,1.10
13,of,113727,30.43,102,260,0.74
14,and,50535,13.52,43,260,0.67
15,to,43843,11.73,35,259,0.58
16,of,113727,30.43,28,260,-1.12
17,the,195974,52.44,47,260,-1.16
