No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,30213,14.37,706,256,4.62
2,this,21944,10.44,128,263,2.62
3,in,80163,38.14,456,266,2.58
4,from,19106,9.09,84,263,2.21
5,by,26673,12.69,117,264,2.20
6,they,6241,2.97,25,248,2.07
7,when,6909,3.29,25,226,1.93
8,it,23185,11.03,60,261,1.44
9,the,326899,155.51,811,266,1.38
10,we,13379,6.36,31,210,1.28
11,to,65067,30.95,135,265,1.12
12,which,23647,11.25,40,264,0.83
13,is,52934,25.18,89,264,0.82
14,is,52934,25.18,84,264,0.74
15,in,80163,38.14,111,266,0.54
16,are,23236,11.05,31,261,0.49
17,the,326899,155.51,431,266,0.47
18,a,66296,31.54,84,264,0.41
19,with,25109,11.94,30,260,0.33
20,this,21944,10.44,23,263,0.14
21,a,66296,31.54,68,264,0.11
22,as,27875,13.26,28,262,0.08
23,by,26673,12.69,25,264,-0.02
24,to,65067,30.95,55,265,-0.17
25,and,85478,40.66,53,265,-0.62
26,of,177619,84.50,108,266,-0.65
27,of,177619,84.50,95,266,-0.83
