No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,465,0.24,31,126,6.02
2,that,25973,13.38,818,182,4.93
3,they,4702,2.42,35,181,2.85
4,this,17365,8.95,104,182,2.54
5,by,22275,11.48,117,182,2.35
6,there,5366,2.76,28,181,2.34
7,in,73704,37.97,357,182,2.23
8,all,4927,2.54,20,182,1.98
9,from,17864,9.20,63,182,1.78
10,the,265108,136.58,829,182,1.60
11,it,19470,10.03,56,182,1.48
12,to,55564,28.63,159,182,1.47
13,we,10306,5.31,28,175,1.40
14,which,18722,9.65,36,182,0.90
15,the,265108,136.58,480,182,0.81
16,with,18482,9.52,33,182,0.79
17,is,43802,22.57,69,182,0.61
18,this,17365,8.95,26,182,0.54
19,is,43802,22.57,60,182,0.41
20,for,18799,9.69,25,183,0.37
21,in,73704,37.97,97,182,0.35
22,are,19726,10.16,23,182,0.18
23,a,61900,31.89,64,182,0.00
24,and,65873,33.94,64,182,-0.08
25,a,61900,31.89,52,182,-0.29
26,of,143796,74.08,116,182,-0.35
27,to,55564,28.63,28,182,-1.03
28,of,143796,74.08,37,182,-2.00
