No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,164,0.05,14,67,7.12
2,interesting,249,0.08,15,100,6.62
3,that,17697,5.43,107,269,3.30
4,this,10607,3.25,50,266,2.94
5,in,43387,13.31,186,286,2.80
6,if,3568,1.09,13,243,2.57
7,is,21217,6.51,54,283,2.05
8,is,21217,6.51,50,283,1.94
9,a,35362,10.85,63,285,1.54
10,which,17207,5.28,29,267,1.46
11,i,10989,3.37,15,271,1.15
12,by,17114,5.25,21,286,1.00
13,from,12207,3.75,14,272,0.90
14,the,177516,54.46,192,287,0.82
15,by,17114,5.25,18,286,0.78
16,to,39540,12.13,34,286,0.49
17,it,16317,5.01,14,266,0.48
18,that,17697,5.43,13,269,0.26
19,the,177516,54.46,128,287,0.23
20,a,35362,10.85,24,285,0.15
21,in,43387,13.31,29,286,0.12
22,and,46177,14.17,21,286,-0.43
23,of,101825,31.24,45,287,-0.47
24,of,101825,31.24,31,287,-1.01
25,and,46177,14.17,12,286,-1.24
