No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,7794,1.87,38,209,3.35
2,in,24719,5.92,78,221,2.72
3,that,12931,3.10,24,208,1.95
4,a,22745,5.44,42,227,1.95
5,is,13093,3.13,20,217,1.67
6,which,12049,2.88,17,208,1.56
7,is,13093,3.13,18,217,1.52
8,i,8137,1.95,11,209,1.50
9,be,11235,2.69,10,212,0.89
10,the,96393,23.07,66,227,0.52
11,it,12871,3.08,8,214,0.38
12,that,12931,3.10,8,208,0.37
13,a,22745,5.44,13,227,0.26
14,to,25250,6.04,14,218,0.21
15,and,27862,6.67,15,224,0.17
16,the,96393,23.07,51,227,0.14
17,in,24719,5.92,10,221,-0.24
18,of,66029,15.80,20,228,-0.66
19,of,66029,15.80,18,228,-0.81
