No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,103,0.02,7,55,7.23
2,this,7295,1.65,41,257,3.64
3,in,24285,5.48,75,269,2.77
4,that,11735,2.65,30,253,2.50
5,i,7629,1.72,14,259,2.02
6,which,10800,2.44,17,255,1.80
7,is,13296,3.00,20,261,1.74
8,is,13296,3.00,17,261,1.50
9,a,22213,5.01,22,272,1.13
10,be,10594,2.39,10,258,1.06
11,was,7731,1.75,7,246,1.00
12,by,11156,2.52,10,267,0.99
13,it,11653,2.63,10,256,0.93
14,the,95237,21.50,78,272,0.86
15,which,10800,2.44,8,255,0.71
16,and,26573,6.00,14,270,0.22
17,the,95237,21.50,46,272,0.10
18,in,24285,5.48,11,269,0.00
19,of,61609,13.91,26,270,-0.10
20,to,23909,5.40,10,267,-0.11
21,a,22213,5.01,8,272,-0.33
22,of,61609,13.91,11,270,-1.34
