No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,17807,7.97,434,123,4.77
2,in,51103,22.86,379,123,3.05
3,from,12888,5.77,50,123,2.12
4,this,12298,5.50,44,123,2.00
5,by,17645,7.89,49,123,1.63
6,it,13137,5.88,33,123,1.49
7,the,178451,79.83,431,123,1.43
8,is,33781,15.11,68,123,1.17
9,to,37148,16.62,60,123,0.85
10,are,15598,6.98,23,123,0.72
11,the,178451,79.83,252,123,0.66
12,for,15051,6.73,21,122,0.64
13,this,12298,5.50,16,123,0.54
14,is,33781,15.11,42,123,0.47
15,with,13948,6.24,17,123,0.45
16,and,51265,22.93,53,123,0.21
17,be,16545,7.40,17,123,0.20
18,in,51103,22.86,51,123,0.16
19,for,15051,6.73,14,122,0.06
20,by,17645,7.89,16,123,0.02
21,a,44953,20.11,37,123,-0.12
22,of,104576,46.78,62,123,-0.59
23,to,37148,16.62,21,123,-0.66
24,a,44953,20.11,24,123,-0.74
25,of,104576,46.78,14,123,-2.74
