No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,521,0.28,41,113,6.17
2,that,24020,13.09,763,165,4.87
3,they,3970,2.16,32,163,2.89
4,in,67156,36.60,413,165,2.50
5,there,5037,2.75,28,163,2.35
6,this,16009,8.73,86,165,2.30
7,all,4029,2.20,21,164,2.26
8,by,20962,11.42,99,165,2.12
9,it,18598,10.14,72,165,1.83
10,from,16077,8.76,54,165,1.62
11,the,248811,135.61,768,165,1.50
12,to,49603,27.03,150,165,1.47
13,we,8711,4.75,21,159,1.15
14,which,17089,9.31,35,164,0.91
15,is,44301,24.14,88,165,0.87
16,the,248811,135.61,479,165,0.82
17,for,16174,8.82,27,164,0.61
18,this,16009,8.73,25,165,0.52
19,is,44301,24.14,66,165,0.45
20,are,18304,9.98,25,164,0.33
21,in,67156,36.60,90,165,0.30
22,with,16951,9.24,22,164,0.25
23,for,16174,8.82,20,164,0.18
24,a,59135,32.23,73,165,0.18
25,as,20525,11.19,25,165,0.16
26,and,61604,33.58,67,165,-0.00
27,be,20072,10.94,19,165,-0.20
28,of,133338,72.67,120,165,-0.28
29,a,59135,32.23,48,165,-0.43
30,to,49603,27.03,34,165,-0.67
31,of,133338,72.67,39,165,-1.90
