No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,27504,13.37,323,296,3.59
2,in,74291,36.13,680,303,3.23
3,this,15916,7.74,102,296,2.72
4,being,5614,2.73,27,287,2.31
5,if,5964,2.90,24,283,2.05
6,is,37158,18.07,126,297,1.80
7,we,9893,4.81,30,263,1.64
8,from,18808,9.15,49,300,1.42
9,are,17272,8.40,39,294,1.22
10,which,25784,12.54,57,300,1.18
11,it,22899,11.14,50,296,1.17
12,is,37158,18.07,78,297,1.11
13,by,27351,13.30,51,304,0.94
14,the,283287,137.76,497,304,0.85
15,i,12695,6.17,22,289,0.83
16,as,23326,11.34,31,298,0.45
17,this,15916,7.74,21,296,0.44
18,the,283287,137.76,370,304,0.43
19,to,61416,29.87,78,301,0.38
20,be,25626,12.46,32,299,0.36
21,a,59270,28.82,65,301,0.17
22,a,59270,28.82,65,301,0.17
23,in,74291,36.13,80,303,0.15
24,that,27504,13.37,25,296,-0.10
25,by,27351,13.30,23,304,-0.21
26,to,61416,29.87,50,301,-0.26
27,of,178809,86.95,129,304,-0.43
28,and,74498,36.23,43,304,-0.75
29,of,178809,86.95,70,304,-1.31
