No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,16182,6.00,160,207,3.74
2,this,10118,3.75,73,208,3.28
3,in,42725,15.84,185,223,2.55
4,may,4213,1.56,11,200,1.82
5,is,18911,7.01,47,222,1.74
6,from,11155,4.14,25,209,1.60
7,an,5697,2.11,12,215,1.51
8,a,30810,11.42,58,222,1.34
9,is,18911,7.01,34,222,1.28
10,by,18108,6.71,31,222,1.21
11,i,9232,3.42,15,208,1.13
12,which,15850,5.88,23,214,0.97
13,the,161095,59.73,227,223,0.93
14,be,13436,4.98,18,218,0.85
15,it,14748,5.47,18,213,0.72
16,this,10118,3.75,11,208,0.55
17,that,16182,6.00,16,207,0.42
18,a,30810,11.42,30,222,0.39
19,with,12868,4.77,12,220,0.33
20,in,42725,15.84,39,223,0.30
21,by,18108,6.71,15,222,0.16
22,the,161095,59.73,133,223,0.15
23,to,36058,13.37,26,222,-0.04
24,and,40756,15.11,22,223,-0.46
25,of,94151,34.91,47,223,-0.57
26,to,36058,13.37,15,222,-0.83
27,of,94151,34.91,31,223,-1.17
