No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,134,0.03,10,71,7.27
2,that,13765,3.32,58,290,3.12
3,this,8527,2.06,31,289,2.91
4,if,2799,0.68,10,241,2.89
5,in,32843,7.93,101,312,2.67
6,which,12147,2.93,25,289,2.09
7,is,15185,3.67,30,304,2.03
8,is,15185,3.67,29,304,1.98
9,a,27889,6.74,49,310,1.86
10,was,9092,2.20,10,271,1.19
11,the,138189,33.38,122,313,0.87
12,to,32456,7.84,26,311,0.73
13,by,13935,3.37,11,309,0.71
14,by,13935,3.37,11,309,0.71
15,in,32843,7.93,21,312,0.40
16,a,27889,6.74,15,310,0.15
17,the,138189,33.38,73,313,0.13
18,of,79781,19.27,31,313,-0.31
19,of,79781,19.27,23,313,-0.74
