No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,744,0.16,8,94,4.64
2,this,8467,1.82,30,202,3.04
3,in,25691,5.54,83,215,2.91
4,is,13788,2.97,23,209,1.95
5,but,5446,1.17,9,200,1.94
6,that,13363,2.88,22,204,1.93
7,a,24492,5.28,40,222,1.92
8,but,5446,1.17,8,200,1.77
9,i,8524,1.84,12,204,1.71
10,is,13788,2.97,19,209,1.68
11,which,12762,2.75,13,205,1.24
12,be,12481,2.69,11,207,1.03
13,that,13363,2.88,9,204,0.64
14,to,27693,5.97,17,211,0.51
15,the,105006,22.62,63,221,0.48
16,a,24492,5.28,14,222,0.41
17,and,29616,6.38,15,218,0.23
18,the,105006,22.62,42,221,-0.11
19,in,25691,5.54,9,215,-0.30
20,of,69091,14.89,23,222,-0.37
21,of,69091,14.89,14,222,-1.09
