No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,interesting,280,0.10,14,100,6.09
2,that,18864,6.94,172,225,3.63
3,this,11591,4.27,73,225,3.10
4,in,47111,17.34,206,245,2.57
5,is,21878,8.05,58,244,1.85
6,from,12268,4.52,31,230,1.78
7,an,6222,2.29,14,235,1.61
8,is,21878,8.05,47,244,1.54
9,by,17482,6.44,34,246,1.40
10,a,34676,12.76,63,244,1.30
11,i,10515,3.87,16,231,1.05
12,the,181356,66.76,249,246,0.90
13,which,18312,6.74,25,231,0.89
14,be,15525,5.71,21,240,0.88
15,by,17482,6.44,21,246,0.71
16,it,17189,6.33,20,231,0.66
17,with,13907,5.12,13,243,0.34
18,that,18864,6.94,17,225,0.29
19,in,47111,17.34,40,245,0.21
20,the,181356,66.76,152,246,0.19
21,a,34676,12.76,28,244,0.13
22,to,40878,15.05,32,246,0.09
23,and,46360,17.07,23,246,-0.57
24,of,104384,38.43,50,246,-0.62
25,and,46360,17.07,15,246,-1.19
26,to,40878,15.05,13,246,-1.21
27,of,104384,38.43,33,246,-1.22
