No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,28960,12.90,726,210,4.81
2,in,78507,34.96,610,210,3.13
3,from,21450,9.55,85,210,2.15
4,there,6303,2.81,23,206,2.03
5,this,19281,8.59,69,210,2.01
6,by,28100,12.51,88,210,1.81
7,it,20752,9.24,55,210,1.57
8,the,275663,122.76,719,210,1.55
9,was,12609,5.61,29,206,1.37
10,is,53082,23.64,101,210,1.10
11,this,19281,8.59,31,210,0.85
12,to,59822,26.64,92,210,0.79
13,for,25075,11.17,36,209,0.69
14,the,275663,122.76,387,210,0.66
15,are,23803,10.60,33,210,0.64
16,be,26602,11.85,31,210,0.39
17,with,22379,9.97,26,210,0.38
18,is,53082,23.64,57,210,0.27
19,in,78507,34.96,76,210,0.12
20,and,81333,36.22,78,210,0.11
21,a,74971,33.39,65,210,-0.04
22,by,28100,12.51,23,210,-0.12
23,of,157896,70.31,97,210,-0.54
24,to,59822,26.64,26,210,-1.04
25,a,74971,33.39,32,210,-1.06
