No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,remarkable,566,0.25,16,143,4.99
2,that,20361,9.03,204,241,3.50
3,this,12440,5.52,88,238,3.00
4,in,55804,24.75,339,245,2.78
5,we,6307,2.80,18,197,1.69
6,from,15049,6.68,42,240,1.65
7,is,26846,11.91,74,241,1.64
8,i,10330,4.58,25,232,1.45
9,may,6242,2.77,15,230,1.44
10,it,18639,8.27,44,239,1.41
11,which,20027,8.88,46,241,1.37
12,is,26846,11.91,56,241,1.23
13,by,20547,9.11,40,243,1.13
14,a,41490,18.40,76,242,1.05
15,the,216914,96.21,395,245,1.04
16,was,11590,5.14,21,228,1.03
17,are,12064,5.35,15,239,0.49
18,with,16377,7.26,20,242,0.46
19,a,41490,18.40,48,242,0.38
20,the,216914,96.21,236,245,0.29
21,that,20361,9.03,22,241,0.28
22,of,130883,58.05,132,245,0.19
23,with,16377,7.26,16,242,0.14
24,by,20547,9.11,20,243,0.13
25,at,16110,7.15,15,240,0.07
26,in,55804,24.75,50,245,0.01
27,and,55790,24.75,42,245,-0.24
28,which,20027,8.88,15,241,-0.24
29,to,46659,20.70,32,243,-0.37
30,to,46659,20.70,23,243,-0.85
31,of,130883,58.05,51,245,-1.19
