No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,important,353,0.14,11,103,5.33
2,that,15642,6.06,155,199,3.68
3,this,9669,3.74,77,200,3.36
4,in,41078,15.91,177,214,2.48
5,may,4048,1.57,13,192,2.05
6,from,10987,4.25,28,201,1.72
7,is,17826,6.90,42,213,1.61
8,an,5552,2.15,12,207,1.48
9,a,29268,11.33,63,213,1.47
10,i,8763,3.39,18,198,1.41
11,is,17826,6.90,36,213,1.38
12,which,14970,5.80,28,205,1.27
13,by,17672,6.84,30,213,1.13
14,the,154417,59.80,226,214,0.92
15,it,14074,5.45,20,206,0.88
16,be,12917,5.00,18,209,0.85
17,was,9391,3.64,11,200,0.60
18,this,9669,3.74,11,200,0.55
19,that,15642,6.06,16,199,0.40
20,a,29268,11.33,29,213,0.36
21,in,41078,15.91,40,214,0.33
22,with,12348,4.78,11,211,0.20
23,the,154417,59.80,132,214,0.14
24,by,17672,6.84,15,213,0.13
25,as,13514,5.23,11,211,0.07
26,to,34867,13.50,25,213,-0.11
27,and,38761,15.01,23,214,-0.38
28,of,89637,34.71,50,214,-0.47
29,to,34867,13.50,16,213,-0.76
30,of,89637,34.71,29,214,-1.26
