No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,15783,7.25,392,110,4.76
2,in,44749,20.56,346,111,3.07
3,they,3012,1.38,15,104,2.44
4,all,3109,1.43,12,107,2.07
5,by,15587,7.16,57,111,1.99
6,it,11930,5.48,38,110,1.79
7,this,11252,5.17,34,111,1.72
8,from,11293,5.19,30,110,1.53
9,the,161548,74.22,389,111,1.39
10,is,29857,13.72,68,111,1.31
11,not,5865,2.69,12,110,1.15
12,to,32527,14.94,62,111,1.05
13,which,10979,5.04,17,110,0.75
14,the,161548,74.22,248,111,0.74
15,are,13455,6.18,18,111,0.54
16,is,29857,13.72,33,111,0.27
17,this,11252,5.17,12,111,0.21
18,with,12547,5.76,13,110,0.17
19,and,44741,20.56,45,111,0.13
20,for,13381,6.15,12,110,-0.04
21,for,13381,6.15,12,110,-0.04
22,be,14703,6.76,13,111,-0.06
23,by,15587,7.16,13,111,-0.14
24,a,39821,18.30,31,111,-0.24
25,to,32527,14.94,24,111,-0.32
26,in,44749,20.56,32,111,-0.36
27,a,39821,18.30,26,111,-0.49
28,of,93715,43.06,51,111,-0.76
29,of,93715,43.06,18,111,-2.26
