No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,26,0.01,7,19,9.37
2,adduced,29,0.01,4,19,8.41
3,curious,155,0.03,7,68,6.80
4,detailed,143,0.03,6,60,6.69
5,respecting,167,0.03,7,87,6.69
6,stated,376,0.08,9,121,5.88
7,prove,176,0.04,4,98,5.81
8,important,258,0.05,5,118,5.58
9,principal,272,0.06,5,105,5.50
10,many,824,0.17,13,189,5.28
11,preceding,700,0.14,9,156,4.98
12,new,627,0.13,8,162,4.97
13,these,4285,0.87,48,268,4.79
14,show,373,0.08,4,142,4.72
15,various,418,0.08,4,152,4.56
16,following,1277,0.26,11,234,4.41
17,connected,532,0.11,4,125,4.21
18,some,2171,0.44,13,257,3.88
19,general,885,0.18,5,170,3.80
20,series,784,0.16,4,141,3.65
21,have,6253,1.27,28,283,3.46
22,all,2807,0.57,9,256,2.98
23,such,1629,0.33,5,233,2.92
24,which,13905,2.82,42,287,2.90
25,i,10129,2.06,28,289,2.77
26,are,7496,1.52,20,294,2.72
27,there,1942,0.39,5,235,2.66
28,from,10880,2.21,27,297,2.61
29,those,2199,0.45,5,256,2.49
30,other,3603,0.73,8,266,2.45
31,has,3208,0.65,5,262,1.94
32,will,3902,0.79,6,255,1.92
33,been,4010,0.81,6,282,1.88
34,may,4021,0.82,6,273,1.88
35,that,15126,3.07,21,288,1.77
36,any,2919,0.59,4,265,1.75
37,or,7567,1.54,10,279,1.70
38,were,4291,0.87,5,260,1.52
39,the,152723,31.00,141,311,1.19
40,of,89241,18.12,80,311,1.14
41,in,36831,7.48,33,311,1.14
42,with,11741,2.38,10,304,1.07
43,with,11741,2.38,9,304,0.92
44,on,11228,2.28,8,304,0.81
45,to,35556,7.22,22,309,0.61
46,by,15482,3.14,9,308,0.52
47,be,14071,2.86,8,292,0.49
48,and,41047,8.33,22,310,0.40
49,by,15482,3.14,8,308,0.35
50,as,11660,2.37,6,294,0.34
51,it,14330,2.91,6,287,0.04
52,is,17469,3.55,7,302,-0.02
53,which,13905,2.82,5,287,-0.18
54,on,11228,2.28,4,304,-0.19
55,the,152723,31.00,39,311,-0.67
56,to,35556,7.22,8,309,-0.85
57,of,89241,18.12,14,311,-1.37
58,and,41047,8.33,5,310,-1.74
