No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,1757,0.17,20,242,5.92
2,these,10992,1.03,85,255,5.36
3,observed,1928,0.18,14,205,5.27
4,certain,1975,0.19,12,234,5.02
5,all,6833,0.64,12,253,3.22
6,that,36206,3.40,46,257,2.76
7,are,30976,2.91,33,256,2.50
8,with,30159,2.83,25,257,2.14
9,it,27857,2.62,16,256,1.61
10,the,395482,37.15,210,258,1.50
11,be,28817,2.71,13,257,1.26
12,as,30071,2.83,12,257,1.09
13,which,25870,2.43,10,256,1.04
14,by,34624,3.25,13,257,1.00
15,by,34624,3.25,13,257,1.00
16,from,26962,2.53,10,257,0.98
17,to,78009,7.33,27,257,0.88
18,in,108738,10.22,28,257,0.45
19,of,223639,21.01,45,258,0.10
20,is,67000,6.29,10,257,-0.33
21,of,223639,21.01,32,258,-0.39
22,and,110275,10.36,14,258,-0.57
23,the,395482,37.15,50,258,-0.57
